#"Camera Name","NVR","Location","IP Address","Recording","Has Video","Total Video","Missing Video"
"КПП2_Вид на скл_IXE22-X0622817061200679","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/КПП 2","172.16.60.127","Yes","Yes","None","No"
"КПП2_Въезд_IXS0DN-ADADE07","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/КПП 2","172.16.61.121","Yes","Yes","None","No"
"КПП2_Выезд_IXS0DN-ADAGKL0","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/КПП 2","172.16.61.122","Yes","Yes","None","No"
"КПП2_перим11_IXS0DN-ADAGKL5","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/КПП 2","172.16.61.114","No","No","None","No"
"КПП2_перим12_IXS0DN-ADAGKJ9","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/КПП 2","172.16.61.115","Yes","Yes","None","No"
"КПП2_перим13_IXE22-X0622817061200523","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/КПП 2","172.16.60.156","Yes","Yes","None","No"
"КПП2_Пост_IM10LW10-1-ADGCBW9","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Special","172.16.63.154","Yes","Yes","None","No"
"Мез1_вход в АБК1_IME229-M0641719041920183","OCS2_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Мезонин 1","172.16.62.91","Yes","Yes","42 days, 14:56","No"
"Мез1_вход с Секц2_IME229-M0641719041920589","OCS2_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Мезонин 1","172.16.63.26","Yes","Yes","42 days, 14:55","No"
"Мез1_лестн в Секц1_IME229-M0641719041920586","OCS2_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Мезонин 1","172.16.63.20","Yes","Yes","19 days, 23:08","No"
"Мез1_на Секц2_IME229-M0641719041920592","OCS2_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Мезонин 1","172.16.63.54","Yes","Yes","42 days, 14:56","No"
"Мез1_от АБК1_IME229-M0641719041920599","OCS2_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Мезонин 1","172.16.63.25","Yes","Yes","19 days, 23:08","No"
"Мез1_от Секц2 к СЦ_IME229-M0641719041920585","OCS2_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Мезонин 1","172.16.63.6","Yes","Yes","42 days, 14:56","No"
"Мез1_пом.сборки_01_IME229-M0641719041920581","OCS2_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Мезонин 1","172.16.62.64","Yes","Yes","41 days, 23:50","No"
"Мез1_сбор.уч_01_IME229-M0641719041920163","OCS2_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Мезонин 1","172.16.60.166","Yes","Yes","42 days, 14:56","No"
"Мез1_сбор.уч_02_IME229-M0641719041920186","OCS2_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Мезонин 1","172.16.60.167","Yes","Yes","42 days, 14:55","00:00:55.298"
"Мез1_сбор.уч_03_IME229-M0641719042520307","OCS2_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Мезонин 1","172.16.60.168","Yes","Yes","41 days, 23:51","No"
"Мез1_сбор.уч_04_IME229-M0641719041920175","OCS2_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Мезонин 1","172.16.60.170","Yes","Yes","42 days, 14:56","No"
"Мез1_сбор.уч_05_IME229-M0641719041920172","OCS2_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Мезонин 1","172.16.60.169","Yes","Yes","42 days, 14:56","No"
"Мез1_СЦ_02_IME129-M0630518071120982","OCS2_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Мезонин 1","172.16.62.48","Yes","Yes","42 days, 14:56","No"
"Мез1_СЦ_03_IME229-M0641719041920594","OCS2_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Мезонин 1","172.16.62.65","Yes","Yes","42 days, 14:56","No"
"Мез1_СЦ_04_IME229-M0641719041920587","OCS2_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Мезонин 1","172.16.62.193","Yes","Yes","19 days, 23:08","No"
"Мез1_СЦ_стол1_IME229-M0641719041920165","OCS2_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Мезонин 1","172.16.60.50","Yes","Yes","19 days, 11:07","No"
"Мез1_СЦ_стол2_IME229-M0641719041920596","OCS2_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Мезонин 1","172.16.60.51","Yes","Yes","42 days, 14:56","No"
"Мез1_Фабрикон_IME229-M0641719041920573","OCS2_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Мезонин 1","172.16.63.4","Yes","Yes","19 days, 23:08","No"
"Мез1_Фабрикон_вх-IME229-M0641719042520272","OCS2_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Мезонин 1","172.16.60.171","No","No","None","No"
"Мез2 вход с АБК2_IM10LW10-1-ADGK445","OCS_BIG NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Мезонин 2","172.16.62.114","Yes","Yes","None","No"
"Мез2 дверь на Мез3_IM10LW10-1-ADGK621","OCS2_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Мезонин 2","172.16.62.112","Yes","Yes","19 days, 23:08","No"
"Мез2 ДЗ вход_IMP1110-1-T41405589","OCS_BIG NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Мезонин 2","172.16.61.93","Yes","Yes","None","No"
"Мез2 ДЗ пом1-1_IM10LW10-1-ADGK652","OCS2_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Мезонин 2","172.16.62.110","Yes","Yes","19 days, 23:06","No"
"Мез2 ДЗ пом1-2_IMP1110-1-T41305402","OCS2_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Мезонин 2","172.16.61.86","Yes","Yes","42 days, 14:51","No"
"Мез2 ДЗ пом2_IMP1110-1-T41405598","OCS2_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Мезонин 2","172.16.61.91","Yes","Yes","19 days, 23:01","No"
"Мез2 ДЗ пом3_IMP1110-1-T41405594","OCS2_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Мезонин 2","172.16.61.69","Yes","Yes","42 days, 14:38","No"
"Мез2 от АБК2 к ДЗ_IM10LW10-1-ADGK462","OCS_BIG NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Мезонин 2","172.16.62.113","Yes","Yes","None","No"
"Мез2 от ДЗ к АБК2_IM10LW10-1-ADBKHU3","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Мезонин 2","172.16.63.21","Yes","Yes","19 days, 23:05","No"
"Мез2 от ДЗ к АБК2_IM10LW10-1-ADGK537","OCS2_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Мезонин 2","172.16.62.111","Yes","Yes","42 days, 14:54","No"
"Мез2_на Нерп эл.щиты_IM10LW10-1-ADGCBW0","OCS2_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Мезонин 2","172.16.62.59","Yes","Yes","42 days, 14:52","No"
"Мез2_Нерпа выход 4_IM10LW10-1-ADGK656","OCS2_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Мезонин 2","172.16.62.109","Yes","Yes","42 days, 14:55","No"
"Мез2_Нерпа выходы1.2.3_IMP1110-1-T42403352","OCS_BIG NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Мезонин 2","172.16.61.59","Yes","Yes","None","No"
"Мез2_Нерпа кровля_IM10LW10-1-ADGK655","OCS2_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Мезонин 2","172.16.62.176","Yes","Yes","19 days, 23:07","No"
"Мез2_Нерпа_маш.зал1_IM10LW10-1-ADGCBY8","OCS2_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Мезонин 2","172.16.62.63","Yes","Yes","42 days, 14:56","No"
"Мез2_Нерпа_маш.зал2_IM10LW10-1-ADGCBU9","OCS2_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Мезонин 2","172.16.62.54","Yes","Yes","42 days, 14:55","No"
"Мез2_Нерпа_маш.зал3_IM10LW10-1-ADGCBW1","OCS2_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Мезонин 2","172.16.62.116","Yes","Yes","42 days, 14:54","No"
"Мез2_Нерпа_маш.зал4_IM10LW10-1-ADGCC21","OCS2_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Мезонин 2","172.16.62.44","Yes","Yes","42 days, 14:56","No"
"Мез2_Нерпа_сбор.уч1_IM10LW10-1-ADGCC84","OCS2_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Мезонин 2","172.16.62.50","Yes","Yes","19 days, 23:05","No"
"Мез2_Нерпа_сбор.уч2_IM10LW10-1-ADGK514","OCS2_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Мезонин 2","172.16.63.28","Yes","Yes","42 days, 14:54","No"
"Мез2_Нерпа_сбор.уч3_IM10LW10-1-ADGCCK8","OCS2_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Мезонин 2","172.16.62.30","Yes","Yes","19 days, 23:05","No"
"Мез2_Нерпа_сбор.уч4_IM10LW10-1-ADGK688","OCS2_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Мезонин 2","172.16.62.52","Yes","Yes","42 days, 14:52","No"
"Мез2_Нерпа_тестир_IM10LW10-1-ADGCBT9","OCS2_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Мезонин 2","172.16.62.23","Yes","Yes","42 days, 14:51","00:00:53.803"
"Мез2_Нерпа_щиты4_IM10LW10-1-ADGK644","OCS2_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Мезонин 2","172.16.62.56","Yes","Yes","42 days, 14:53","No"
"Мез2_проезд на ДЗ_IM10LW10-1-ADGK627","OCS2_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Мезонин 2","172.16.62.26","Yes","Yes","19 days, 23:06","No"
"Мез2_ТО ????_IM10LW10-1-ADBKHV2","OCS2_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Мезонин 2","172.16.63.36","No","No","None","No"
"Мез2_ТО внеш.рм_IM10LW10-1-ADBKHU7","OCS2_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Мезонин 2","172.16.62.145","Yes","Yes","00:06:12.32","No"
"Мез2_ТО на ряды_IM10LW10-1-ADBV768","OCS2_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Мезонин 2","172.16.62.196","Yes","Yes","42 days, 14:54","No"
"Мез2_ТО оф_IM10LW10-1-ADBKHV5","OCS_ADMIRAL NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Мезонин 2","172.16.60.65","Yes","Yes","48 days, 15:50","No"
"Мез2_ТО проход_IM10LW10-1-ADBKHY0","OCS2_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Мезонин 2","172.16.63.40","Yes","Yes","292 days, 03:30","No"
